"","LakeNo","Lake_Name","Ecoregion","Latitude","Longitude","Surface.Area..km2.","Max.Depth..m.","Mean.Depth..m.","Volume..m3.","WatershedArea..km2.","Crop","Grassland","Water","Forest","Urban","year","Ammonia-nitrogen (AS N)","Calcium carbonate (AS CACO3)","Chlorophyll a","Depth, Secchi disk depth","Depth, thermocline","Dissolved oxygen (DO)","Dissolved oxygen saturation","Fixed suspended solids","Inorganic nitrogen (nitrate and nitrite) (AS N)","Kjeldahl nitrogen (AS N)","Orthophosphate (AS P)","pH","Phycocyanin","Specific conductance","Temperature, water","Total dissolved solids","Total suspended solids","Turbidity","Total Phosphorus (AS P)","Cladocera","Copepoda","Rotifera","Daphnia","Total_Zoops","ppt","springT","MicrocystinDetect","Total nitrogen","N:P ratio"
"11",3,"Arrowhead Lake (Sac)","47b",42.29727915,-95.05121206,0.15,7.07,2.96,428017.56,0.6,34.5,26.3,14.5,17.4,7.3,2017,0.007,212.333333333333,5.2,1.6,2.70000333333333,7.2,86.1,1.2,0.04,0.666666666666667,0.0048,8.2,3.53333333333333,487,24,316.666666666667,6,1.73333333333333,0.0298333333333333,42.69306691,22.687508905,1.064834048,41.868185191,52.2143875596667,468.455993652344,8.57566690444946,FALSE,0.706666666666667,52.3799393200447
"12",3,"Arrowhead Lake (Sac)","47b",42.29727915,-95.05121206,0.15,7.07,2.96,428017.56,0.6,34.5,26.3,14.5,17.4,7.3,2018,0.0433333333333333,165,3.33333333333333,3.43333333333333,4.03333333333333,7.66666666666667,88.9666666666667,1.46666666666667,0.04,0.47,0.0058,8.13333333333333,39,486,22.6,316,4.83333333333333,11.6,0.0223,121.753640411,14.7490178106667,2.54927613333333,119.31200636,98.4673875513333,380.946000099182,7.66633367538452,FALSE,0.51,50.5728557886336
"13",3,"Arrowhead Lake (Sac)","47b",42.29727915,-95.05121206,0.15,7.07,2.96,428017.56,0.6,34.5,26.3,14.5,17.4,7.3,2019,0.0381166666666667,170.65,1.80666666666667,2.34333333333333,3.4,8.05333333333333,93.2433333333333,5.06666666666667,0.04,0.483516666666667,0.0108,8.12333333333333,15.75,486.116666666667,22.98,316.02,6,1.59333333333333,0.0216833333333333,18.5366666666667,9.71666666666667,0.586666666666667,23.715,28.84,512.351000785828,6.64346647262573,FALSE,0.523516666666667,53.3895956381094
"14",3,"Arrowhead Lake (Sac)","47b",42.29727915,-95.05121206,0.15,7.07,2.96,428017.56,0.6,34.5,26.3,14.5,17.4,7.3,2020,0.0185,175.666666666667,5.36666666666667,2.16666666666667,3.4,8.1,98.4,2.66666666666667,0.06,0.413333333333333,0.0078,8.23333333333333,56.9666666666667,448.666666666667,24.9333333333333,292,4.53333333333333,1.45,0.0171666666666667,105.58056,126.72503,4.95083866666667,105.58056,237.256428666667,418.773003578186,8.46809983253479,FALSE,0.473333333333333,60.9723986827668
"15",3,"Arrowhead Lake (Sac)","47b",42.29727915,-95.05121206,0.15,7.07,2.96,428017.56,0.6,34.5,26.3,14.5,17.4,7.3,2021,0.014,152.453333333333,9.46411466666667,1.88333333333333,0,8.093444,93.3130133333333,3.8,0.191,0.86,0.01,8.474986,47.48937,367.850833333333,22.9277533333333,239.163666666667,4.8,3.775355,0.021,NA,NA,NA,NA,NA,361.688886642456,9.65146636962891,FALSE,1.051,110.67144658963
"16",3,"Arrowhead Lake (Sac)","47b",42.29727915,-95.05121206,0.15,7.07,2.96,428017.56,0.6,34.5,26.3,14.5,17.4,7.3,2022,0.0171666666666667,184.78,4.76666666666667,1.53333333333333,1.1,7.97666666666667,94.98,3.4,0.12,0.888,0.0213333333333333,8.44666666666667,170.226666666667,449.5,24.3333333333333,292.2,5.66666666666667,2.26666666666667,0.0263333333333333,NA,NA,NA,NA,NA,NA,NA,FALSE,1.008,84.64608202228
"17",4,"Avenue of the Saints Pond","47c",42.70550988,-92.53683061,0.17,5.09,2.38,410748.84,NA,79.5,13.9,0.7,5.7,0,2017,0.051,62.6666666666667,20.3333333333333,0.3,0.966673333333333,9.4,111.233333333333,6.66666666666667,0.04,3.12333333333333,0.0206666666666667,9.23333333333333,297.666666666667,196,23.4333333333333,127.333333333333,24.6666666666667,26.6,0.206033333333333,36.1496280326667,75.97759819,6.775470556,10.0693721455,118.902696778667,516.620998382568,8.50500055154165,TRUE,3.16333333333333,33.9515522013417
"18",4,"Avenue of the Saints Pond","47c",42.70550988,-92.53683061,0.17,5.09,2.38,410748.84,NA,79.5,13.9,0.7,5.7,0,2018,0.172,61.3333333333333,51,0.4,0.900006666666667,6.16666666666667,73.6333333333333,7.66666666666667,0.26,2.06,0.3534,8.4,65.6666666666667,237.666666666667,23.9333333333333,154.333333333333,21.6666666666667,28.45,0.526333333333333,40.9748896873333,25.9598971806667,0.808932446666667,14.3953326265,67.7437193146667,495.181998729706,7.25033348302046,TRUE,2.32,9.74718648094753
"19",4,"Avenue of the Saints Pond","47c",42.70550988,-92.53683061,0.17,5.09,2.38,410748.84,NA,79.5,13.9,0.7,5.7,0,2019,0.26975,57.8733333333333,22.6733333333333,0.521666666666667,3.46666666666667,7.78,91.32,3.06666666666667,0.0531333333333333,2.61193333333333,0.0445333333333333,8.29333333333333,116.96,187.553333333333,23.36,121.953333333333,14.6666666666667,12.53,0.214166666666667,144.81,113.59,2.04,26.9166666666667,259.76,635.373003005981,6.80259986718496,FALSE,2.66506666666667,27.5174613693709
"20",4,"Avenue of the Saints Pond","47c",42.70550988,-92.53683061,0.17,5.09,2.38,410748.84,NA,79.5,13.9,0.7,5.7,0,2021,0.356666666666667,64.1533333333333,88.84491,0.258333333333333,0,7.77473566666667,91.6694433333333,7.33333333333333,1.20333333333333,1.85,0.01,8.38351866666667,324.438433333333,195.147733333333,23.3120233333333,126.798933333333,27.6666666666667,35.3184266666667,0.252666666666667,NA,NA,NA,NA,NA,310.266795158386,9.5775998433431,FALSE,3.05333333333333,26.7225829226359
"21",4,"Avenue of the Saints Pond","47c",42.70550988,-92.53683061,0.17,5.09,2.38,410748.84,NA,79.5,13.9,0.7,5.7,0,2022,0.104333333333333,88.6366666666667,69.1666666666667,0.433333333333333,1.1,7.85666666666667,89.2433333333333,10.6666666666667,0.1645,1.86,0.036,8.07666666666667,186.586666666667,261.266666666667,22.1666666666667,169.833333333333,20.6666666666667,18.1666666666667,0.152,NA,NA,NA,NA,NA,NA,NA,FALSE,2.0245,29.4527844160626
"22",5,"Badger Creek Lake","47f",41.46979313,-93.91078078,1.12,6.64,2.07,2280704.52,47.14,57.1,34.1,3.1,2.1,3.6,2017,0.124,116.333333333333,23.3333333333333,0.333333333333333,0.400006666666667,7.76666666666667,91.6,14.8666666666667,0.66,2.15,0.0535333333333333,8.5,220,261.333333333333,23.4,169.666666666667,32,148.1,0.230266666666667,33.2792307836667,102.605999602333,1.20253564233333,29.296799484,137.087766028333,454.207998275757,10.5376671155294,TRUE,2.81,26.9853099755028
"23",5,"Badger Creek Lake","47f",41.46979313,-93.91078078,1.12,6.64,2.07,2280704.52,47.14,57.1,34.1,3.1,2.1,3.6,2018,0.184333333333333,102,42.6666666666667,1.03333333333333,0.96667,10.2666666666667,129.2,5.83333333333333,0.326666666666667,1.30333333333333,0.0582,8.4,115,258.333333333333,25.9666666666667,168,16.3333333333333,29.925,0.1895,34.98134686,18.7766411806667,8.47350004333333,34.98134686,38.9105901773333,403.7580037117,9.53233369191488,TRUE,1.63,19.0208778008282
"24",5,"Badger Creek Lake","47f",41.46979313,-93.91078078,1.12,6.64,2.07,2280704.52,47.14,57.1,34.1,3.1,2.1,3.6,2019,0.0920333333333333,106.74,15.54,0.385,1.90000333333333,8.51333333333333,100.8,29.1333333333333,1.39773333333333,1.45708333333333,0.0543333333333333,8.49333333333333,135.136666666667,265.136666666667,24.1066666666667,172.276666666667,46,20.3066666666667,0.206216666666667,2.17,13.21,0.376666666666667,0.92,14.31,575.281999588013,8.36696654558182,TRUE,2.85481666666667,30.6130518004094
"25",5,"Badger Creek Lake","47f",41.46979313,-93.91078078,1.12,6.64,2.07,2280704.52,47.14,57.1,34.1,3.1,2.1,3.6,2020,0.0253333333333333,115.333333333333,145.666666666667,0.4,2.96666666666667,13.65,177.9,7.5,0.71,2.23666666666667,0.0078,8.5,99.0666666666667,262.333333333333,25.9666666666667,170,19.0333333333333,28.2,0.199533333333333,64.6300866666667,142.904328333333,21.6420363333333,15.1694566666667,229.176451333333,565.398000240326,9.9001661936442,TRUE,2.94666666666667,32.6563557035858
"26",5,"Badger Creek Lake","47f",41.46979313,-93.91078078,1.12,6.64,2.07,2280704.52,47.14,57.1,34.1,3.1,2.1,3.6,2021,0.137666666666667,97.6833333333333,57.67351,0.683333333333333,3.9,6.25951866666667,75.0377766666667,4.26666666666667,0.298666666666667,1.71333333333333,0.0103333333333333,8.09555533333333,107.94143,201.6263,24.6109066666667,131.066666666667,14.1666666666667,25.2330733333333,0.133333333333333,NA,NA,NA,NA,NA,463.298192977905,10.8213664690653,FALSE,2.012,33.3688627115014
"27",5,"Badger Creek Lake","47f",41.46979313,-93.91078078,1.12,6.64,2.07,2280704.52,47.14,57.1,34.1,3.1,2.1,3.6,2022,0.166,132.573333333333,77.5,0.633333333333333,0.963333333333333,10.5366666666667,135.246666666667,13.3333333333333,0.141,2.065,0.057,8.99,254.123333333333,250.833333333333,27.9,162.966666666667,16.3333333333333,11.9333333333333,0.171,NA,NA,NA,NA,NA,NA,NA,TRUE,2.206,28.5273587099516
"28",6,"Badger Lake","47b",42.58629206,-94.19248929,0.21,5.06,1.95,413215.8,35.01,87.6,9.9,0.6,0.5,1.3,2017,0.116,195,84.3333333333333,0.666666666666667,0.500006666666667,8.66666666666667,102.866666666667,5,3.71333333333333,1.81333333333333,0.0184,8.43333333333333,5.76666666666667,478,23.2333333333333,311,19.6666666666667,21.8333333333333,0.161933333333333,19.6848446345,54.9750409,3.697312867,14.69833587,71.7955835233333,472.837001800537,8.5306670665741,FALSE,5.52666666666667,75.4708395375917
"29",6,"Badger Lake","47b",42.58629206,-94.19248929,0.21,5.06,1.95,413215.8,35.01,87.6,9.9,0.6,0.5,1.3,2018,0.127,181.666666666667,6.33333333333333,0.8,1.50000666666667,8.6,92.2333333333333,4.13333333333333,9.06666666666667,0.636666666666667,0.0944,7.7,31,518.333333333333,17.8666666666667,346.333333333333,11.3333333333333,15.65,0.166533333333333,35.2467226303333,50.790433224,1.530928593,35.1609431066667,87.5680844473333,560.948007583618,7.53800014654795,TRUE,9.70333333333333,128.846296856147
"30",6,"Badger Lake","47b",42.58629206,-94.19248929,0.21,5.06,1.95,413215.8,35.01,87.6,9.9,0.6,0.5,1.3,2019,0.0366333333333333,210.573333333333,3.81666666666667,0.795,1.43333666666667,10.2166666666667,111.656666666667,2.13333333333333,2.25058333333333,0.960783333333333,0.0149333333333333,8.11,32.4133333333333,563.39,19.6066666666667,366.166666666667,19,19.0566666666667,0.0821666666666667,1.755,2.46333333333333,1.26666666666667,1.03,4.9,593.93800163269,6.78346653779348,FALSE,3.21136666666667,86.4263936997019
"31",6,"Badger Lake","47b",42.58629206,-94.19248929,0.21,5.06,1.95,413215.8,35.01,87.6,9.9,0.6,0.5,1.3,2020,0.0276666666666667,186,91.9666666666667,0.9,1.86666666666667,13.05,165.5,8.2,3.69333333333333,0.973333333333333,0.00803333333333333,8.26666666666667,53.6,510.333333333333,23.1333333333333,332.333333333333,19.9333333333333,4.73333333333333,0.0681333333333333,5.320295,28.1944283333333,3.015885,3.57356166666667,36.5306083333333,498.867002487183,8.45213301976522,FALSE,4.66666666666667,151.460473285862
"32",6,"Badger Lake","47b",42.58629206,-94.19248929,0.21,5.06,1.95,413215.8,35.01,87.6,9.9,0.6,0.5,1.3,2021,0.0776666666666667,122.533333333333,59.2753433333333,1.03333333333333,2.7,9.04477766666667,104.098333333333,3.86666666666667,2.14,0.86,0.01,8.5385,43.8542533333333,324.257766666667,22.25432,210.544433333333,9.1,8.86994333333333,0.0986666666666667,NA,NA,NA,NA,NA,368.005695343018,9.66169993082682,FALSE,3,67.2361695600076
"33",6,"Badger Lake","47b",42.58629206,-94.19248929,0.21,5.06,1.95,413215.8,35.01,87.6,9.9,0.6,0.5,1.3,2022,0.0365,179.02,23.2,0.95,1.75,12.555,151.99,4.2,8.78,0.766,0.0295,8.23,137.865,606.15,24.1,394.15,6.25,2.6,0.0395,NA,NA,NA,NA,NA,NA,NA,FALSE,9.546,534.412367053363
"34",7,"Beaver Lake","47f",41.53250936,-94.21242915,0.12,11.83,2.74,378678.36,4.15,58,28.3,5.3,0.7,7.7,2017,0.0146666666666667,109,9.33333333333333,0.6,2.63333333333333,10.4,131.433333333333,11.0333333333333,1.12666666666667,1.99333333333333,0.0812333333333333,9,99.6666666666667,260,26.8333333333333,169,27.3333333333333,16.9666666666667,0.224833333333333,14.20239637,27.1653386926667,3.238776735,24.07462928,39.8723796743333,493.458000183105,10.1766670544942,TRUE,3.12,30.6864083578247
"35",7,"Beaver Lake","47f",41.53250936,-94.21242915,0.12,11.83,2.74,378678.36,4.15,58,28.3,5.3,0.7,7.7,2018,0.063,108.333333333333,54,0.8,3.9,8.7,105.366666666667,3,0.493333333333333,1.97666666666667,0.006,8.7,178.333333333333,281,24.7666666666667,183,20.1666666666667,23.9,0.120666666666667,41.161089226,9.45212543566667,1.72418932933333,41.15214308,24.8966778403333,445.452995300293,9.17400074005127,TRUE,2.47,45.264924759404
"36",7,"Beaver Lake","47f",41.53250936,-94.21242915,0.12,11.83,2.74,378678.36,4.15,58,28.3,5.3,0.7,7.7,2019,0.183033333333333,91.15,3.76,0.718333333333333,4.06666666666667,9.68333333333333,115.52,2.46666666666667,0.9553,1.1084,0.0380833333333333,8.88333333333333,438.156666666667,224.956666666667,24.13,146.286666666667,15.3333333333333,13.0266666666667,0.15695,47.65,37.25,8.615,43.5733333333333,90.6433333333333,645.084991455078,8.073299964269,TRUE,2.0637,29.0761840669798
"37",7,"Beaver Lake","47f",41.53250936,-94.21242915,0.12,11.83,2.74,378678.36,4.15,58,28.3,5.3,0.7,7.7,2020,0.0346333333333333,116.666666666667,55.9666666666667,1.03333333333333,2.86666666666667,7.15,90.05,3.46666666666667,0.456666666666667,0.693333333333333,0.0078,8.66666666666667,67.0333333333333,289.666666666667,25,194.666666666667,9.4,12.55,0.0818,473.607754666667,206.952682,46.3767126666667,457.235631,726.937149333333,445.653993606567,9.55663315455119,TRUE,1.15,31.0882805191885
"38",7,"Beaver Lake","47f",41.53250936,-94.21242915,0.12,11.83,2.74,378678.36,4.15,58,28.3,5.3,0.7,7.7,2021,0.025,100.98,60.15365,0.65,4.3,7.73610333333333,92.3722333333333,49.8666666666667,0.225333333333333,1.317,0.01,8.66770066666667,85.5683,283.868833333333,23.79338,184.520833333333,63.3333333333333,11.7415586666667,0.0726666666666667,NA,NA,NA,NA,NA,399.181787490845,10.4675997098287,TRUE,1.54233333333333,46.9348215800357
"39",7,"Beaver Lake","47f",41.53250936,-94.21242915,0.12,11.83,2.74,378678.36,4.15,58,28.3,5.3,0.7,7.7,2022,0.065,105.15,77.8,0.5,2.8,6.63,80.3966666666667,10,0.18175,2.43,0.0363333333333333,8.15666666666667,233.056666666667,309.6,22.8333333333333,201.266666666667,13.6666666666667,22.1333333333333,0.134666666666667,NA,NA,NA,NA,NA,NA,NA,TRUE,2.61175,42.8868015603231
"40",8,"Beeds Lake","47c",42.7704293,-93.23654474,0.36,7.59,2.83,1032176.064,76.75,82.8,12.5,0.9,0.8,3,2017,0.0403333333333333,205.333333333333,17.1,1.33333333333333,3.73333333333333,8.76666666666667,104.9,2.86666666666667,5.14666666666667,1.13666666666667,0.0137666666666667,7.9,18.1,492,23.4,320,10.4333333333333,3.5,0.0922666666666667,123.409950812,120.542173385667,17.161328968,97.3081930206667,261.113453165667,535.969003677368,8.14800041913986,TRUE,6.28333333333333,150.590451058533
"41",8,"Beeds Lake","47c",42.7704293,-93.23654474,0.36,7.59,2.83,1032176.064,76.75,82.8,12.5,0.9,0.8,3,2018,0.0333333333333333,170,47.3333333333333,0.8,0.366673333333333,9.03333333333333,110.166666666667,5.66666666666667,5.13333333333333,1.35,0.073,7.83333333333333,21.3333333333333,492.333333333333,22.4666666666667,320.333333333333,16,15.95,0.1679,22.2091727876667,54.9310578586667,1.65597120433333,33.30177916,78.7962018506667,622.700989723206,6.91066692769527,FALSE,6.48333333333333,85.3885856640584
"42",8,"Beeds Lake","47c",42.7704293,-93.23654474,0.36,7.59,2.83,1032176.064,76.75,82.8,12.5,0.9,0.8,3,2019,0.102916666666667,198.313333333333,10.0933333333333,1.42666666666667,3.1,7.98,93.3266666666667,4,1.38046666666667,1.17558333333333,0.0481,8.03666666666667,18.1766666666667,477.576666666667,23.0933333333333,310.463333333333,8.33333333333333,6.9,0.1142,24.1,74.85,0.316666666666667,20.18,99.2666666666667,637.406009674072,6.3427996635437,TRUE,2.55605,49.4943250791417
"43",8,"Beeds Lake","47c",42.7704293,-93.23654474,0.36,7.59,2.83,1032176.064,76.75,82.8,12.5,0.9,0.8,3,2020,0.0395666666666667,182.333333333333,63.1,0.666666666666667,1.43333333333333,16.15,202.25,3.93333333333333,4.95,1.20666666666667,0.00826666666666667,8.03333333333333,65,457.666666666667,22,297.666666666667,7.73333333333333,6.7,0.0968333333333333,209.6077932,265.864598,33.272202,209.2992518,508.7445932,570.638994216919,8.01659997304281,FALSE,6.15666666666667,140.595986737391
"44",8,"Beeds Lake","47c",42.7704293,-93.23654474,0.36,7.59,2.83,1032176.064,76.75,82.8,12.5,0.9,0.8,3,2021,0.0246666666666667,160.14,47.04119,0.541666666666667,3.16666666666667,9.44361,112.172766666667,4.53333333333333,0.845666666666667,1.339,0.0186666666666667,8.339889,149.841886666667,395.068333333333,23.43642,256.833333333333,20.6666666666667,17.3145566666667,0.163,NA,NA,NA,NA,NA,333.577790260315,9.27009963989258,TRUE,2.18466666666667,29.6380579794824
"45",8,"Beeds Lake","47c",42.7704293,-93.23654474,0.36,7.59,2.83,1032176.064,76.75,82.8,12.5,0.9,0.8,3,2022,0.063,159.326666666667,20.6333333333333,0.8,4.06666666666667,9.63,107.993333333333,8.46666666666667,6.55,0.9715,0.0383333333333333,8.14,156.14,515.6,20.7666666666667,335.166666666667,15,4.86666666666667,0.0623333333333333,NA,NA,NA,NA,NA,NA,NA,FALSE,7.5215,266.830993594112
"46",9,"Big Creek Lake","47b",41.7939504,-93.73184516,3.15,16.28,5.85,18314711.04,196.38,79.1,14,1.9,2,2.9,2017,0.082,172.333333333333,14.3333333333333,0.833333333333333,2.26667,8.03333333333333,95.4333333333333,3.86666666666667,5.6,1.18,0.00653333333333333,8.1,8.33333333333333,435.333333333333,22.0666666666667,283,11.9333333333333,22.4,0.0660333333333333,20.890887216,23.112366007,3.031202098,37.08932571,32.3667042466667,476.680004119873,10.3603338400523,FALSE,6.78,227.048500700973
"47",9,"Big Creek Lake","47b",41.7939504,-93.73184516,3.15,16.28,5.85,18314711.04,196.38,79.1,14,1.9,2,2.9,2018,0.0836666666666667,154,29,0.9,6.76666666666667,6.76666666666667,81,4.83333333333333,4,1.22333333333333,0.0124333333333333,7.8,39,421,22.8,273.666666666667,11.5,13.6,0.0865333333333333,4.1230075425,9.82154254933333,0.518496695666667,3.820253015,13.08871094,421.066002368927,9.3993337949117,FALSE,5.22333333333333,133.480084743013
"48",9,"Big Creek Lake","47b",41.7939504,-93.73184516,3.15,16.28,5.85,18314711.04,196.38,79.1,14,1.9,2,2.9,2019,0.140933333333333,163.19,10.5233333333333,2.34333333333333,3.26666666666667,7.43666666666667,86.4566666666667,1.46666666666667,2.79921666666667,0.845666666666667,0.0165166666666667,8.19333333333333,10.5866666666667,459.7,22.7866666666667,298.86,3.4,2.97666666666667,0.0649833333333333,283.675,177.226666666667,0.273333333333333,283.675,366.616666666667,580.774005889893,8.36109986901283,FALSE,3.64488333333333,124.03201876144
"49",9,"Big Creek Lake","47b",41.7939504,-93.73184516,3.15,16.28,5.85,18314711.04,196.38,79.1,14,1.9,2,2.9,2020,0.064,163.666666666667,36.5333333333333,0.9,7.5,6.9,86.15,2,2.71333333333333,0.616666666666667,0.0078,8.13333333333333,50.1333333333333,446.333333333333,24.4666666666667,283,6.66666666666667,2.73333333333333,0.0464666666666667,123.570796333333,616.141570666667,2.09834566666667,117.701488,741.810712666667,468.501010894775,9.96826632817586,FALSE,3.33,158.472854165252
"50",9,"Big Creek Lake","47b",41.7939504,-93.73184516,3.15,16.28,5.85,18314711.04,196.38,79.1,14,1.9,2,2.9,2021,0.112333333333333,139.776666666667,12.2344066666667,2.81666666666667,8.53333333333333,5.75582633333333,66.0057433333333,3.8,0.845333333333333,0.86,0.0196666666666667,8.14142866666667,91.7326,326.563733333333,21.7146466666667,212.304366666667,6.03333333333333,3.60045276666667,0.0573333333333333,NA,NA,NA,NA,NA,339.059989929199,11.1350665092468,FALSE,1.70533333333333,65.7740000431678
"51",9,"Big Creek Lake","47b",41.7939504,-93.73184516,3.15,16.28,5.85,18314711.04,196.38,79.1,14,1.9,2,2.9,2022,0.0223333333333333,148.16,52.1333333333333,0.666666666666667,8.08333333333333,9.44666666666667,116.286666666667,8.66666666666667,6.105,1.163,0.0406666666666667,8.28,191.056666666667,378.266666666667,25.0333333333333,245.833333333333,16.3333333333333,5.76666666666667,0.0843333333333333,NA,NA,NA,NA,NA,NA,NA,FALSE,7.268,190.575828968633
